name,year,num_parts
Cement Mixer,1985,90
Crane with Float Truck,1971,90
Fire Starter Set,2016,90
Deep Sea Starter Set,2015,90
Windmill with Miller and his Wife,1974,90
Bucket Green,2005,90
Green Tub,2000,90
Kraang Lab Escape,2013,90
Bucket (Explore),2004,90
Large Bucket (Explore),2004,90
Diesel Daredevil,1991,90
Tree Frog Sculpture (LLCA Ambassador Pass Exclusive),2007,90
Dolls Family Set,2008,90
Forest Ambush,2013,90
My First Vehicle Set,2011,90
Garbage Truck,2019,90
Army Men on Patrol,2010,90
ATV and Otter Habitat,2023,90
XL Elephant Bucket,2000,90
Brick Bucket Large,2002,90
Overhead Gantry and Lighting Maintenance Wagon,1983,90
Orange Bucket XL (Explore),2002,90
Geoffrey,2013,90
Turtle Protection Vehicle,2022,90
Stormer XL,2012,90
Explore Exclusive,2003,90
Y-Wing Microfighter,2017,90
Animals (Explore),2002,90
Clown Bucket (Explore),2002,90
Large Bucket (Explore),2002,90
Donald Duck,2020,90
Twin Starfire,1987,89
Twirling Rapunzel,2023,89
Blackboard and School Desk,1973,89
Race Plane,2017,89
Tahu - Master of Fire,2015,89
Master Wu,2017,89
Dunkan Bulk and Vapor,2010,89
Sonic Cycle,1999,89
3 Little Indians,1964,89
Nitro Stunt Bike,2003,89
Scarif Stormtrooper,2017,89
Blaster / Blaster Slizer,2000,89
Star Striker,2012,89
Trendy Tote Hot Pink,2003,89
Crocodile,2010,89
ROCKA Stealth Machine,2014,89
Airplane,1975,89
Sky Patrol,1992,89
Home,1998,89
Mighty Micros: Scarlet Spider vs. Sandman,2018,89
Aeroplane and Pilot,1974,89
Street Sweeper,2020,89
Beach Lookout,2002,89
Mill with Shop,1986,89
Backhoe,1984,89
Sports Car,2021,89
Uxar Creature of Jungle,2016,89
Catwoman Catcycle City Chase,2012,89
Vet Ambulance,2015,89
Minifigure Presentation Boxes,2012,89
Christmas 4-in-1,2022,88
Fire Hazard Truck,2021,88
Springtime Scene,2013,88
Dirt Crusher RC,2004,88
Small Train Set,1966,88
Seaside Holiday Cottage,1997,88
Gali Uniter of Water,2016,88
Farm (with Picture Book),1991,88
Axle Extenders and Bushings,1995,88
Farm Set,1986,88
Bricks,1988,88
My First LEGO Princess,2013,88
Plates (Yellow),1994,88
"4in1 Build, Lion Dance",2022,88
Plates (Blue),1994,88
Plates (Red),1994,88
Jungle Starter Set,2017,88
Mini Forklift,2008,88
Karai Bike Escape,2014,88
Gear Farm Set,1975,88
Mission 1: Jetpack Pursuit,2008,88
AT-AT,2015,88
Helicopter,2003,88
Mountain Fugitives,2018,88
Deluxe Electric Train Set,1996,88
Character Card Shrine,2012,88
First Order Battle Pack,2016,88
Ultrarex (8504 + 8505 + 8506 + 8507),1999,88
Mickey Mouse & Minnie Mouse's Space Rocket,2021,88
Air Mail,2008,88
Mighty Micros: The Flash vs. Captain Cold,2016,88
Minnie's Birthday Party,2000,88
Battle Suit Axl,2017,88
UFO Attack,2010,88
Indians,1998,88
Dirt Crusher RC (Blue),2005,88
STORMER Freeze Machine,2014,88
Promo Basic Set,1982,88
Red/Blue Bricks,1985,88
"LEGO Store Grand Opening Exclusive Set, Roosevelt Field Mall, Garden City, NY",2010,88
Construction Loader,2019,88
Fire Ladder Truck,2021,88
Riverside Raid,2014,88
Lunar New Year Display Box,2020,87
Minions in Gru's Lab,2021,87
H.O.T. Blaster Bike,2003,87
Resistance X-Wing Fighter,2016,87
Construction Site,2007,87
Supplementary Set,1979,87
Urban Avenger vs. Raptor,2005,87
Brick Wall Photo Display,2009,87
Alphabet Town,2023,87
Millennium Falcon,2003,87
Airshow Jet,2018,87
Stephanie's Pizzeria,2015,87
Power Crusher,2002,87
Nitro Predator,2012,87
Mia's Bedroom,2012,87
Town Building,2006,87
Holiday Camping Trip,2023,87
Pumpkin Pack,2000,87
TIE Striker Microfighter,2017,87
Animal Allies Replacement Pack,2016,87
Andrea's Stage,2012,87
X-Wing Starfighter,2023,87
Sofia's Royal Castle,2015,87
Luke Skywalker,2019,87
Cowboy & Pony,1964,87
Star Destroyer - Mini,2004,87
Zyclops Chase,2022,87
Push Along Play Train,1972,87
Belle's Story Time,2018,87
AT-ST,2022,87
Backhoe,1992,87
Service Station,1979,87
Chirrut Îmwe,2017,87
Extreme Wheelie,2009,87
Bone Cruncher,2012,87
Gali - Master of Water,2015,87
Helicopter,1999,87
Mini-Wheel Model Maker No. 1,1971,87
Dwarves' Mine Defender,2008,86
Space Transport,1979,86
Jungle,2016,86
Large Bucket,1999,86
Venomari Shrine,2012,86
Park Tractor,2023,86
Andrea's Musical Duet,2017,86
Mia's Bedroom,2018,86
Kylo Ren,2016,86
Easter Basket,2011,86
Basic Bricks,1985,86
The Tinderbox,2005,86
Crazy Demon,2012,86
Mighty Micros: Star-Lord vs. Nebula,2018,86
Mighty Micros: Batman vs. Harley Quinn,2018,86
Resistance Y-wing Microfighter,2020,86
Lorry and Fork Lift Truck,1973,86
Fireplace,1977,86
Service Station,1979,86
Wild Animals Of Europe,2022,86
Roadster,1988,86
Space Swarmer,2013,86
Container Transport,1976,86
Raft Raiders,1992,86
Duplo Toolo Large Set,1995,86
Castle Tic Tac Toe,2007,86
Emma's Summer Heart Box,2019,86
Alex,2023,86
Creative Building Kit,2011,86
McLaren Elva,2021,86
Nitro Bike GTX / GTX 500,1995,86
Foal's Washing Station,2016,86
Olivia's Invention Workshop,2012,86
Tribune,1998,86
Boba Fett's Starship Microfighter,2023,85
Bag Tag Narwhal,2021,85
Policemen,1977,85
The Nether Fight,2018,85
Airport,1989,85
Raptor Rescue Truck,2018,85
Become My City Hero,2018,85
Diagon Alley Shops,2001,85
Mia's Summer Heart Box,2019,85
Clone Trooper Battle Pack,2011,85
Olivia's Newborn Foal,2013,85
Emma's Heart Box,2019,85
Roadplates and Scenery,1986,85
Demolition Starter Set,2015,85
Police Officers and Motorcycle,1976,85
Deluxe Brick Box,2020,85
Air Chase,2002,85
Road and Rail Repair,1994,85
Portal 2 Level Pack,2015,85
"LEGO Store Grand Opening Exclusive Set, Ala Moana Center, Honolulu, HI",2009,85
Rescue-I Helicopter,1985,85
Rainbow Fun,2018,85
Holiday Building Set,2010,85
Mini Frame,2020,85
Jango Fett,2015,85
Phantom Crasher,2007,85
Rey,2017,85
Minifigure Factory,2018,85
Stinger Duel,2014,85
Build N' Play Circus Theme,1996,85
Andrea's Bedroom,2018,85
DOTS Sampler,2022,85
Lewa - Master of Jungle,2015,85
Fun With Bricks,2012,85
Olivia's Heart Box,2019,85
Mighty Micros: Wonder Woman vs. Doomsday,2017,85
Mighty Micros: Spider-Man vs. Green Goblin,2016,85
Stephanie's Heart Box,2019,85
Airport,1989,85
Imperial Shuttle,2021,85
Cement Mixer Truck,2022,85
Giant First Tools for Technology,1995,85
Friendship Flowers,2023,84
"Wheels, Tires, and Axles",2014,84
Bag Tag Dog,2021,84
Mighty Micros: Nightwing vs. The Joker,2018,84
Soft Starter Set,1998,84
Playroom for the Baby Thomas,2000,84
Assorted Light Gray Plates,2004,84
Pteranodon Escape,2018,84
Republic Attack Cruiser,2009,84
Mighty Micros: Wolverine vs. Magneto,2017,84
Basic Building Bucket,1989,84
Darth Maul's Mini Sith Infiltrator,2012,84
Andrea's Heart Box,2019,84
Bowser Jr.'s Clown Car Expansion Set,2022,84
Ice Cream Truck,2022,84
The Mini Ultimate Batmobile,2018,84
Satellite Service Mission,2019,84
Kayak Adventure,2019,84
Rey,2016,84
Zoo,1993,84
Black Plates 1 x n,2002,84
Wookiee Gunship,2016,84
Light Gray Plates 1 x n,2002,84
DC Comics Super Heroes: Build Your Own Adventure,2017,84
Forest Fire,2020,84
Green Plates 1 x n,2002,84
Friendly Zoo,2005,84
Shipwreck Defense,2015,84
Bag Tag Panda,2021,84
White Plates 1 x n,2002,84
Red Plates 1 x n,2002,84
Scooby-Doo Team Pack,2015,84
Bag Tag Leopard,2021,84
Soft Starter Set,2013,84
Extreme Team Racer,1998,84
Mobile Police Truck,1986,84
Mia's Puppy House,2012,83
Mighty Micros: Batman vs. Killer Moth,2017,83
Police Rescue Boat,1987,83
Battle Suit Lance,2017,83
Play House,2013,83
AT-AT Walker,2010,83
Playful Puppy,2008,83
Dark Shark,1991,83
Luke Skywalker,2015,83
Utapau Troopers,2014,83
Heart-shaped Jewelry Box,2022,83
Ring of Fire,2013,83
Ferry,1973,83
Doctor Who Level Pack,2015,83
Mini Year Of The Pig and New Year Wealth Bundle,2019,83
My First Bricks,2017,83
Panda,2023,83
Wheels and Axles Mini Set,1995,83
Dino 2010 Buggy Chaser,2005,83
Snowboard Big Air Comp,2003,83
The Vermillion Attack,2017,83
Mini Turbo Shredder,2011,83
Obi-Wan Kenobi,2015,83
Martinair Cessna,1978,83
Red Maniac,2004,83
Pelican Sculpture,2000,83
Mia's Heart Box,2019,83
Jungle Cruiser,2008,83
Blizzard Baron,1993,83
Surface Explorer,1982,83
CRYSTAL Beast vs. BULK,2014,83
Disney Princess: Build Your Own Adventure,2018,83
Catapult,1984,83
Andrea's Summer Heart Box,2019,83
Bug Project Set,2002,83
Notebook with Studs,2013,83
Volcano Starter Set,2016,83
Gandalf Arrives,2012,83
Radical Racer,1998,83
B-wing Starfighter & Planet Endor,2013,83
Red Ace,2008,82
Christmas Train,2012,82
Lloyd's Journey,2019,82
Thomas Starter Set,2008,82
Tractor & Trailer,1964,82
Mining Team,2018,82
Ultimate Aaron,2016,82
Basic Building Set + Storage Case,1984,82
1 x 1 and 1 x 2 Plates (architectural hobby und modelbau version),1962,82
Traffic Town (Explore),2002,82
Clone Commander Cody,2015,82
Bag Tag Dragon,2021,82
Locomotive (Push),1975,82
Camping Trip,1999,82
Naboo Swamp,1999,82
Spider-Man's Street Chase,2004,82
Dune Duster / Hawaiian Beach Racer,1996,82
Rebel Scout Speeder,2008,82
Captain Phasma,2016,82
Travel Game,2009,82
Stephanie's Soccer Practice,2013,82
Ultimate Defense,2003,82
Tanker Waggon (Shell),1975,82
Sting Striker,2011,82
Imperial Shuttle - Mini,2004,82
Jedi Duel,2002,82
Olivia's Garden Pool,2015,82
Time Tunnelator,1997,82
Bunny,2010,82
Passenger Sleeping Car,1975,82
"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",2010,82
Basic Set,1981,82
Developer,2021,82
Race Car Repair,1989,82
Service Team - 2 Bikers with Service Tools,2000,82
The Queen's Room,2000,81
Olivia's Hamster Playground,2019,81
Duplo Farm,1997,81
Bounty Hunter Assault Gunship,2011,81
Freighter,1982,81
Buggy,2017,81
Building Fun,2010,81
Skull Island,2004,81
Cycle Fix-It Shop,1987,81
Racing Pickup,1993,81
Emma's Fashion Design Studio,2012,81
Boba Fett's Mini Slave I,2012,81
South African Flag,1996,81
Van,1994,81
Fans' Grandstand with Scoreboard,2000,81
Adventurers Tomb,1998,81
Mosaic Set - Farm Scene,1988,81
Exo Stealth,2004,81
Creature Craze Inspire Set,2016,81
Mosaic Set - Town Scene,1988,81
Airport Starter Set,2016,81
Princess' Palace,2005,81
Friends: Build Your Own Adventure,2015,81
Imperial Dropship,2008,81
Time Tunnelator,1997,81
Zombie,2023,81
Police Station,2007,81
First Order Stormtrooper,2016,81
Jungle Gates,2013,81
Road & Trail 4x4,1988,81
Native American Family (Big Chief's Family),1998,81
Cool Ice Cream Cafe,1998,81
Police Van,1981,81
Police Patrol Squad,1984,81
Kai's Fire Dragon,2020,81
4-Wheelin' Truck,1987,81
Swiss Chalet,1971,81
Oasis Ambush,1998,81
Planetary Decoder,1996,80
Play House,2000,80
Heart Box,2020,80
Safari Hippo,1999,80
Sunblock,2011,80
Super Tow Truck,1986,80
Jumper Bricks,2001,80
Mighty Micros: Hulk vs. Ultron,2016,80
Jewels-n-Rings,2003,80
Shell Station,2014,80
Stack 'n' Learn Building Blocks,1998,80
VIDIYO Tiles - Database Set,2021,80
Animal Mosaic Puzzle,1987,80
Clone Walker Battle Pack,2009,80
Dino-Jet,1998,80
Stack 'n' Learn Supply Set,2001,80
Bus Stop,1976,80
Clubhouse,2018,80
Green Canister,2007,80
Mighty Micros: Supergirl vs. Brainiac,2018,80
Happy Hippo Build n' Store,1999,80
Battle Suit Aaron,2017,80
Birthday Bear,2022,80
Airport Container Truck,1992,80
Police Starter Set,2017,80
SUPERPOWERED Discover Set,2022,80
Figure Collection,1982,80
Mini Doll Dress-Up Kit,2018,80
The Mini Batwing,2017,80
Mosaic Set - Domestic Animals,1985,80
Boost My City Vehicle Set,2018,80
Tube,2004,80
Cafe Racer,1991,80
Freeze Ray Frenzy,2009,80
Sebulba's Podracer & Tatooine,2012,80
Emily Jones & the Baby Wind Dragon,2016,80
House Project Set,2002,80
Panda's Building Bonanza,1994,80
Jewels-n-Bands,2003,80
Fire Rescue,2013,80
1 x 1 and 1 x 2 Plates (cardboard box version),1962,80
Ketar Creature of Stone,2016,80
Basic Bricks - Deluxe,2008,80
Ambush Attack,2012,80
Bag Tag Unicorn,2021,80
"Transparent Plates, Bricks, Toolholders",1996,80
Animal Mosaic Puzzle,1987,80
Airplanes,1961,79
Garage,1979,79
Freight Train,2000,79
Captain America,2017,79
Secretary's Desk,1974,79
FURNO Jet Machine,2014,79
Mini Vehicles,2008,79
"LEGO Store Grand Opening Exclusive Set, Arden Fair Mall, Sacramento, CA",2008,79
Princess Rosaline's Room,1999,79
Lewa Uniter of Jungle,2016,79
Gungan Patrol,2000,79
Mobile Ground Tracking Station,1979,79
Sea Creeper,1998,79
Indiana Jones Motorcycle Chase,2008,79
Exxon Tow Truck,1980,79
Mia's Beach Scooter,2017,79
Scorpion Attack,1999,79
"LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL",2009,79
Hover Hunter,2014,79
Pumpkin's Royal Carriage,2016,79
AT-ST,2022,79
Alpha Team Helicopter,2001,79
My Town,2008,79
Deep Sea Treasure Hunter,2007,79
Fun Flamingo Frames 'n' More,2006,79
Tow Truck,2009,79
Mighty Micros: Thor vs. Loki,2018,79
Mighty Micros: Batman vs. Catwoman,2016,79
Beach Rescue ATV,2021,79
Ambush in Cairo,2009,79
Rebel Trooper Battle Pack,2010,79
Medic's Station,1998,79
Mobile Ground Tracking Station,1979,79
Wave Rebel,1993,79
Speed Dragster,2000,79
Car Project Set,2002,79
Action Wheelie,2006,79
Battle Suit Clay,2017,79
Mighty Micros: Spider-Man vs. Scorpion,2017,79
Ambulance,1994,79
Hotel / Restaurant,1982,79
XL Bucket,2001,78
Twin-pod Cloud Car & Bespin,2012,78
Jumbo Building Bag,1998,78
Tractor,2009,78
BricQ Motion Prime Personal Learning Kit,2021,78
Special Elements for Amusement Park Set,2002,78
Epic Battle Set - Jay vs. Serpentine,2021,78
Monster Truck,2014,78
Speedway Bandit,1991,78
Scorpion Buggy,2000,78
Family,1974,78
Crab,1998,78
Basic Building Set,1985,78
Lion Tribe Pack,2015,78
Swamp Police Starter Set,2015,78
Emma's Lifeguard Post,2014,78
Sentry,2006,78
Monster Friend,2018,78
Nexo Knights: Build Your Own Adventure,2017,78
XL Idea Bucket,2000,78
Expert Builder/Gear Parts,1978,78
Construction Crew,1997,78
Forklift with Pallet,2023,78
Fun with Wheels,2008,78
Turbo Prop I,1987,78
Speed Record Car,2018,78
Supplementary Set,1977,78
Shipwreck Island,1989,78
Medical Center,1995,78
Blue Creative Box,2017,78
BOOMTOWN BUILD Discovery Set,2019,78
Wedding Coach,2004,78
Pulley Set,1995,78
Creative Builder Box,2017,78
Snowman,2023,78
Kraken Attackin',2009,78
Mobile Rocket Launcher,1979,77
Vulture Droid,2015,77
Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,77
Bungalow,1969,77
Queen Rose and the Little Prince Charming,2002,77
TIE Fighter Attack,2019,77
The Good Fairy's House,2000,77
Home Environment,1991,77
Ariel's Amazing Treasures,2014,77
Santa's Sleigh,2013,77
Road and Rail Maintenance,1991,77
River Runners,1994,77
Whirling Vines,2013,77
Scuba Squad,1997,77
The Race to Build It Board Game,1999,77
Dolls Family Set,2005,77
Basic Building Set,1968,77
Supplementary Set,1978,77
Cinderella's Castle,2012,77
Xenon X-Craft,1985,77
Reindeer,2019,77
Empire State Building,2009,77
Minitalia Train,1971,77
Reindeer,2016,77
Frozen Spikes,2014,77
My House,1994,77
Easter Egg,2023,77
Harbor,1986,77
Scorching Blades,2014,77
CARGO CONNECT Discover Set,2021,77
Mighty Micros: Robin vs. Bane,2016,77
Christmas Tree,2011,77
Hot Dog Truck,2020,77
Ikir Creature of Fire,2016,77
Titanium Mini Mech,2021,77
Rocket Launcher,1979,77
Krennic's Imperial Shuttle Microfighter,2017,77
Mini Animals,2007,77
Mini Robots,2007,77
X-wing Starfighter & Yavin 4,2012,77
Seaplane,1997,77
Twin-Arm Launcher,1988,77
Coast Guard Starter Set,2017,76
X-wing Fighter & TIE Advanced,2003,76
Fire Engine,1968,76
Hogwarts Classroom,2001,76
AT-ST & Snowspeeder - Mini,2003,76
Eagle Stunt Flyer,1996,76
Creative Bucket,2009,76
Knighton Battle Blaster,2016,76
Mini VW T1 Camper Van,2013,76
Fire Station,2019,76
PLAYMAKERS Discover Set,2020,76
Night Racer,2005,76
Mission: Impossible Level Pack,2016,76
Vehicles,1998,76
Dr. Fox Magnifying Machine,2018,76
Fire Helicopter,2005,76
60th Anniversary Classic Wooden Duck,2018,76
Duplo Furniture,1986,76
Black Roof Tiles,2004,76
Red Roof Tiles,2004,76
Push Train,1998,76
Dolls Large Set,2001,76
Gear Set,1993,76
Fuel Pumper,1979,76
Creative Bucket,2009,76
Batman's Buggy: The Escape of Mr. Freeze,2008,76
Motocross Racing,1986,76
Viking Warrior challenges the Fenris Wolf,2005,76
German Shepherd,2021,76
Slave I,2011,76
Large Bucket,2004,76
Jungle Crasher,2004,76
Holiday Stocking,2011,76
Unikitty's Sweetest Friends EVER!,2019,76
Goomba's Shoe Expansion Set,2022,76
Yellow Beams,1992,76
"Small Plates with Tool Holders, Disks, Cones",1993,76
Santa's Sleigh (Legoland California),2005,76
Mini Flyers,2007,76
AT-DP,2016,76
Digger,2014,75
Standard Starter Set,2006,75
Porg,2018,75
Duplo Train,1991,75
Easter Bunny,2022,75
Ice Bear Tribe Pack,2015,75
Piston Rod (Pack of 75),2002,75
Rocket Sleigh Ornament,2020,75
Desert Rally Racer,2019,75
Mobile TV Studio,1989,75
Ultimate Lance,2016,75
Bob Minion with Robot Arms,2021,75
Supermarket,1994,75
Sub Orbital Guardian,1991,75
Ultimate Robin,2016,75
Stylin' Stationery Set,2004,75
Folk Fairy BeatBox,2021,75
Bucket,2006,75
Guido and Luigi's Pit Stop,2017,75
Red Indians,1977,75
Tubular Motion,1998,75
Petite's Royal Stable,2017,75
Creative Building Cube,2014,75
Flower Cart,2015,75
Chocolate Box & Flower,2020,75
Smuggler's Shanty,1992,75
Piggy Car Escape,2016,74
Flaming Claws,2014,74
Truck with Trailer,1968,74
Velveeta Set No. 1,1967,74
Creative Building,2007,74
Armada Sentry,1996,74
Railroad Control Tower,1963,74
Jolly Santa,2017,74
Busy City - Master Builders (Masterbuilders),2000,74
Ninjago: Build Your Own Adventure,2015,74
Zero Hurricane & Red Blizzard,2002,74
Play with Letters,2011,74
Railroad Control Tower,1968,74
Ambulance,1970,74
Snowtrooper Battle Pack,2010,74
Fire Truck,1988,74
Shell Fuel Tanker,1978,74
Wuzzo,2015,74
Truck with Trailer,1965,74
Garbage Truck,2009,74
Cole - Spinjitzu Master,2018,74
Mail Plane,2020,74
The Taiga Adventure,2020,74
Web Dash,2014,74
Terak Creature of Earth,2016,74
Sabre Tooth Tiger Pack,2015,74
Beach Trip,2015,74
Wildlife Rescue ATV,2021,74
Flyercracker USA,1989,74
Skeleton Surprise,1995,74
Mini-Wheel Model Maker No. 2,1971,74
Inferno Pit,2014,74
Showdown Canyon,1997,74
Photosynthesis Student Set,2008,74
Locomotive with Motor,1966,74
Solo Trainer,1990,74
Anna's Castle Courtyard,2022,74
Database Set for Various 3009 prints For Set 226-1,1958,74
Republic Assault Ship & Planet Coruscant,2013,74
Stephanie's Pet Patrol,2012,73
Stunt Competition,2021,73
Spider-Man's Mini Spider Crawler,2019,73
Star Wars: Build Your Own Adventure,2016,73
Tiger,2015,73
Toa Tahu,2008,73
Soil Scooper,1990,73
Shell Station,1974,73
Tropical Island,2019,73
Red Planet Cruiser,2001,73
Winter Christmas Train,2022,73
Creative Chest,2016,73
Golden Zane Minifigure Accessory Set,2020,73
A-Team Fun Pack,2016,73
Key Chain Name Kit,2007,73
Mini Trains,2008,73
Road Repair Truck,2018,73
Protector of Stone,2015,73
"LEGO Store Grand Opening Exclusive Set, Paramus, NJ",2009,73
Screeno,2016,73
Raindance Ridge,1997,73
Freeing Dobby,2010,73
Explore Baby Stack 'n' Learn Set,2004,73
Hornet Scout,1998,73
Bakery,1982,73
Yellow Bucket,1987,73
Dog and Cat Friendship Day,2020,73
Weapon Pack,2012,73
Batcave Challenge,2017,73
Spider-Man vs. Mysterio's Drone Attack,2021,73
Fire Engine,1971,73
Tropical Breeze Jewels 'n' More,2006,73
Fire Engine with Firemen,1975,72
Plates Blue,1998,72
Plates Red,1998,72
Horse 'n' Home,1997,72
Crocodile Tribe Pack,2015,72
Fire and Rescue,1995,72
"Christmas Tree Ornaments, Build Your Own Holiday Ornaments",2009,72
Buildable 2x4 Red Brick,2019,72
